1744,2648176,5
5877,2648176,3
13186,2648176,1
14712,2648176,3
16082,2648176,2
28,2648181,5
48,2648181,5
305,2648181,3
1061,2648181,4
1744,2648181,4
7186,2648181,5
12538,2648181,3
14712,2648181,4
15582,2648181,4
3253,2648212,3
3418,2648212,3
6482,2648212,4
10721,2648212,4
15582,2648212,3
16082,2648212,3
28,2648287,3
1744,2648287,3
3418,2648287,2
6482,2648287,3
14137,2648287,3
15582,2648287,3
305,2648351,3
3418,2648351,3
10721,2648351,3
14712,2648351,4
15449,2648351,2
15582,2648351,4
16082,2648351,4
28,2648465,4
1744,2648465,5
1832,2648465,5
4761,2648465,4
6482,2648465,5
12824,2648465,5
14712,2648465,3
15449,2648465,4
15576,2648465,4
15582,2648465,4
16082,2648465,4
1744,2648502,3
1832,2648502,5
6482,2648502,3
6666,2648502,5
9087,2648502,5
15582,2648502,4
1744,2648572,3
5943,2648572,4
14712,2648572,3
15582,2648572,4
28,2648589,3
1744,2648589,2
3253,2648589,3
12292,2648589,4
14137,2648589,3
14712,2648589,5
15582,2648589,1
16082,2648589,3
28,2648730,4
992,2648730,4
1744,2648730,5
1832,2648730,4
6666,2648730,4
8781,2648730,3
12292,2648730,2
14712,2648730,4
16082,2648730,3
1744,2648734,4
13604,2648734,4
14712,2648734,2
15582,2648734,4
16082,2648734,4
28,2648853,2
1744,2648853,3
4761,2648853,3
12292,2648853,3
14962,2648853,2
15582,2648853,3
16082,2648853,3
17137,2648853,1
1744,2648869,4
3253,2648869,4
4049,2648869,4
6482,2648869,2
9256,2648869,3
15582,2648869,3
28,2648885,4
1744,2648885,4
1832,2648885,5
3253,2648885,5
6482,2648885,4
6666,2648885,5
8781,2648885,3
12538,2648885,4
14712,2648885,3
992,2649120,4
1832,2649120,5
3253,2649120,4
3740,2649120,4
6482,2649120,3
305,2649267,3
1744,2649267,3
13927,2649267,3
14712,2649267,1
15582,2649267,5
16082,2649267,4
28,2649285,4
4761,2649285,2
6482,2649285,3
14137,2649285,3
14712,2649285,2
15582,2649285,4
16082,2649285,4
